stop_id,lat,lon
EastHills.Kingsgrove 2 Loc,-33.94049835205078,151.10061645507812
EastHills.EH17.33 Loc,-33.963844299316406,150.945068359375
EastHills.M14.9 Loc,-33.950016021728516,151.0778045654297
EastHills.Revesby 2 Loc,-33.9524040222168,151.0146026611328
EastHills.EH18.76 Loc,-33.96537780761719,150.91929626464844
EastHills.EH16.09 Loc,-33.9642219543457,150.96617126464844
EastHills.Revesby 3 Loc,-33.95240020751953,151.01461791992188
EastHills.M15.6 Loc,-33.9479866027832,151.0708465576172
EastHills.Narwee 1 Loc,-33.94740676879883,151.06973266601562
EastHills.EH18.06 Loc,-33.96461868286133,150.93174743652344
EastHills.SM454 Loc,-33.9495735168457,151.07949829101562
EastHills.M15.3 Loc,-33.94887924194336,151.07269287109375
EastHills.EH17.32 Loc,-33.96382141113281,150.94485473632812
EastHills.SM450 Loc,-33.94942855834961,151.08029174804688
EastHills.EH18.07 Loc,-33.96464920043945,150.93185424804688
EastHills.M15.9 Loc,-33.94752502441406,151.0666961669922
EastHills.Holsworthy 2 Loc,-33.96321105957031,150.95697021484375
EastHills.SM443 Loc,-33.94441223144531,151.09349060058594
EastHills.M13.8 Loc,-33.946006774902344,151.09042358398438
EastHills.M16.5 Loc,-33.94891357421875,151.061279296875
EastHills.Holsworthy 1 Loc,-33.963199615478516,150.9569549560547
EastHills.M17.1 Loc,-33.95024871826172,151.05674743652344
EastHills.M13.0 Loc,-33.94244384765625,151.09613037109375
EastHills.EH19.30 Entry Loc,-33.96477508544922,150.910400390625
EastHills.EH18.67 Loc,-33.96528625488281,150.92138671875
EastHills.SM452 Loc,-33.94963836669922,151.0755157470703
EastHills.SM447 Loc,-33.94688034057617,151.08807373046875
EastHills.M17.5 Loc,-33.95195770263672,151.0504608154297
EastHills.M12.6 Loc,-33.940101623535156,151.10145568847656
EastHills.EH19.19 Loc,-33.96499252319336,150.91217041015625
EastHills.M18.1 Loc,-33.952632904052734,151.0479278564453
EastHills.Beverly Hills 1 Loc,-33.94908142089844,151.08099365234375
EastHills.Beverly Hills 2 Loc,-33.94908142089844,151.08099365234375
EastHills.M11.8 Loc,-33.9379768371582,151.1085968017578
EastHills.M18.7 Loc,-33.95192337036133,151.04026794433594
EastHills.M19.5 Loc,-33.95196533203125,151.0291748046875
EastHills.M11.2 Loc,-33.9373779296875,151.1138916015625
EastHills.EH14 Loc,-33.96434020996094,150.9673309326172
EastHills.M10.6 Loc,-33.93408203125,151.1193389892578
EastHills.M20.3 Loc,-33.95219802856445,151.02281188964844
EastHills.M9.5 Entry Loc,-33.93156433105469,151.13006591796875
EastHills.M10.0 Loc,-33.931034088134766,151.1262664794922
EastHills.RY11 Loc,-33.95234298706055,151.0190887451172
EastHills.L15.3 Loc,-33.94966125488281,151.0751495361328
EastHills.EH12 Loc,-33.96477127075195,150.97889709472656
EastHills.SM444 Loc,-33.946067810058594,151.0904541015625
EastHills.M10.3 Loc,-33.93217086791992,151.12387084960938
EastHills.Revesby 4 Loc,-33.952491760253906,151.01455688476562
EastHills.SM440 Loc,-33.942501068115234,151.09617614746094
EastHills.Narwee 2 Loc,-33.94740676879883,151.06973266601562
EastHills.M10.9 Loc,-33.9354133605957,151.11790466308594
EastHills.East Hills 2 Loc,-33.9619255065918,150.9846954345703
EastHills.Kingsgrove 1 Loc,-33.94049835205078,151.10060119628906
EastHills.M11.5 Loc,-33.937774658203125,151.1122283935547
EastHills.M12.1 Loc,-33.93852615356445,151.10618591308594
EastHills.RY31/26 Loc,-33.95319366455078,151.00730895996094
EastHills.M12.7 Loc,-33.941158294677734,151.0995330810547
EastHills.L16.5 Loc,-33.949039459228516,151.0612030029297
EastHills.L17.1 Loc,-33.950321197509766,151.05667114257812
EastHills.SM441 Loc,-33.9444580078125,151.0935516357422
EastHills.Panania 2 Loc,-33.954227447509766,150.9980926513672
EastHills.L11.8 Loc,-33.93804168701172,151.10861206054688
EastHills.EH14.42 Loc,-33.95626449584961,150.99151611328125
EastHills.SM445 Loc,-33.94694137573242,151.08810424804688
EastHills.Riverwood 2 Loc,-33.951332092285156,151.05242919921875
EastHills.Bexley North 1 Loc,-33.93745040893555,151.11367797851562
EastHills.Panania 1 Loc,-33.95423889160156,150.9980926513672
EastHills.EH1 Loc,-33.95610809326172,150.99166870117188
EastHills.L18.1 Loc,-33.95256423950195,151.04791259765625
EastHills.RY8/15 Loc,-33.95235824584961,151.01953125
EastHills.L10.6 Loc,-33.93408203125,151.1193389892578
EastHills.L18.7 Loc,-33.95184326171875,151.04025268554688
EastHills.EH5 Loc,-33.95924377441406,150.98765563964844
EastHills.East Hills 3 Loc,-33.9619255065918,150.9846954345703
EastHills.L20.2 Loc,-33.952144622802734,151.0253448486328
EastHills.Bardwell Park 1 Loc,-33.931541442871094,151.1251220703125
EastHills.Padstow 2 Loc,-33.951908111572266,151.03221130371094
EastHills.L9.5 Entry Loc,-33.9315299987793,151.1300811767578
EastHills.RY30 Loc,-33.95278549194336,151.01060485839844
EastHills.Padstow 1 Loc,-33.951908111572266,151.03221130371094
EastHills.Bardwell Park 2 Loc,-33.931541442871094,151.1251220703125
EastHills.Revesby 1 Loc,-33.952430725097656,151.01458740234375
EastHills.EH15.43 Loc,-33.96511459350586,150.97740173339844
EastHills.RY5 Loc,-33.952205657958984,151.02345275878906
EastHills.L10.9 Loc,-33.9354133605957,151.11790466308594
EastHills.L18.4 Loc,-33.95219039916992,151.04273986816406
EastHills.RY10 Loc,-33.95230484008789,151.02015686035156
