stop_id,lat,lon
Lidcombe.Auburn 3 Loc,-33.84925079345703,151.0327911376953
Lidcombe.ST440SR Loc,-33.86427688598633,151.0487823486328
Lidcombe.ST450/441 Loc,-33.864280700683594,151.05133056640625
Lidcombe.ST10.11/ST822 Loc,-33.85284423828125,151.0676727294922
Lidcombe.AN3 Loc,-33.858192443847656,151.03948974609375
Lidcombe.ST390M Loc,-33.86442184448242,151.05078125
Lidcombe.ST381M Loc,-33.86394119262695,151.0605926513672
Lidcombe.Flemington 1 Loc,-33.864906311035156,151.07078552246094
Lidcombe.ST427S Loc,-33.861141204833984,151.04144287109375
Lidcombe.Lidcombe 5 Loc,-33.86342239379883,151.04383850097656
Lidcombe.ST10.31 Loc,-33.85185623168945,151.0687713623047
Lidcombe.AN7 Loc,-33.85606002807617,151.03790283203125
Lidcombe.ST282M Loc,-33.864952087402344,151.0747528076172
Lidcombe.AN98 Loc,-33.840023040771484,151.0231170654297
Lidcombe.AN15 Loc,-33.85449981689453,151.03689575195312
Lidcombe.ST386M Loc,-33.86453628540039,151.05555725097656
Lidcombe.ST823 Loc,-33.850685119628906,151.06886291503906
Lidcombe.AN86 Loc,-33.84522247314453,151.02867126464844
Lidcombe.ST825 Loc,-33.84937286376953,151.06784057617188
Lidcombe.AN37 Loc,-33.85129928588867,151.0345001220703
Lidcombe.ST385M Loc,-33.864627838134766,151.0556182861328
Lidcombe.AN80 Loc,-33.84691619873047,151.03048706054688
Lidcombe.Auburn 2 Loc,-33.8486442565918,151.0320281982422
Lidcombe.ST382M Loc,-33.864952087402344,151.0747528076172
Lidcombe.AN1 Loc,-33.85819625854492,151.03933715820312
Lidcombe.ST833 Loc,-33.84718322753906,151.06814575195312
Lidcombe.ST391M Loc,-33.86448287963867,151.05262756347656
Lidcombe.Auburn 1 Loc,-33.84925079345703,151.0329132080078
Lidcombe.S11.2 Loc,-33.85403060913086,151.03639221191406
Lidcombe.AN75 Loc,-33.846927642822266,151.0301513671875
Lidcombe.AN32 Loc,-33.852901458740234,151.0355987548828
Lidcombe.ST428S Loc,-33.85577392578125,151.0376434326172
Lidcombe.M12.15 Loc,-33.84306335449219,151.026123046875
Lidcombe.ST310M Loc,-33.863929748535156,151.0647430419922
Lidcombe.ST395M Loc,-33.864505767822266,151.0496063232422
Lidcombe.M11.2 Loc,-33.853939056396484,151.03656005859375
Lidcombe.Olympic Park 3/4 Loc,-33.847007751464844,151.0684356689453
Lidcombe.ST403M Loc,-33.86431884765625,151.04725646972656
Lidcombe.ST426M Loc,-33.855716705322266,151.03775024414062
Lidcombe.ST422S Loc,-33.858154296875,151.039306640625
Lidcombe.Lidcombe 2 Loc,-33.86329650878906,151.0441436767578
Lidcombe.ST420M Loc,-33.85810089111328,151.0394287109375
Lidcombe.ST418S Loc,-33.86174011230469,151.04200744628906
Lidcombe.ST296M Loc,-33.86451721191406,151.06861877441406
Lidcombe.ST416M Loc,-33.86329650878906,151.0441436767578
Lidcombe.ST425M Loc,-33.861141204833984,151.04144287109375
