stop_id,lat,lon
SouthCoast.THRL-506-501,-34.37593078613281,150.9049072265625
SouthCoast.COAL-622-619,-34.26519775390625,150.9656219482422
SouthCoast.WOLL-433,-34.43183898925781,150.88714599609375
SouthCoast.OTFD-684,-34.22610092163086,150.98106384277344
SouthCoast.COAL-616,-34.26648712158203,150.9645233154297
SouthCoast.WOLL-463,-34.427494049072266,150.88809204101562
SouthCoast.WOLL-468,-34.42683029174805,150.8882293701172
SouthCoast.THRL-612-609,-34.2711296081543,150.95578002929688
SouthCoast.THRL-607,-34.27570724487305,150.95338439941406
SouthCoast.OTFD-690-687,-34.2230339050293,150.9862518310547
SouthCoast.OTFD-694,-34.21631622314453,150.99588012695312
SouthCoast.THRL-494-491,-34.384559631347656,150.9013214111328
SouthCoast.WOLL-477,-34.41991424560547,150.8897247314453
SouthCoast.THRL-603,-34.28973388671875,150.9432373046875
SouthCoast.WOLL-488,-34.412017822265625,150.89144897460938
SouthCoast.OTFD-699,-34.21040344238281,151.006103515625
SouthCoast.OTFD-718-709,-34.202537536621094,151.00778198242188
SouthCoast.THRL-599-602,-34.298580169677734,150.93894958496094
SouthCoast.WOLL-487,-34.39563751220703,150.8962860107422
SouthCoast.OTFD-730,-34.19062423706055,151.0050811767578
SouthCoast.THRL-598-595,-34.30656814575195,150.92913818359375
SouthCoast.THRL-590-589,-34.309303283691406,150.92599487304688
SouthCoast.THRL-584-575,-34.31315612792969,150.9227752685547
SouthCoast.WOLL-492,-34.395355224609375,150.89637756347656
SouthCoast.THRL-570-563,-34.318538665771484,150.91873168945312
SouthCoast.METR-736,-34.18394088745117,151.00424194335938
SouthCoast.WOLL-483,-34.412498474121094,150.89138793945312
SouthCoast.THRL-556,-34.322139739990234,150.91580200195312
SouthCoast.HELS-758,-34.17336654663086,150.99375915527344
SouthCoast.METR-737,-34.18341064453125,151.005615234375
SouthCoast.THRL-551,-34.326541900634766,150.91661071777344
SouthCoast.HELS-746-741,-34.17390823364258,151.0048065185547
SouthCoast.HELS-752-747,-34.17677307128906,150.9951171875
SouthCoast.THRL-546-539,-34.3347053527832,150.9146728515625
SouthCoast.THRL-496,-34.38422393798828,150.90142822265625
SouthCoast.WOLL-475,-34.419349670410156,150.8899383544922
SouthCoast.HELS-754-749,-34.177059173583984,150.99453735351562
SouthCoast.WOLL-466,-34.42655944824219,150.8883056640625
SouthCoast.HELS-744-739,-34.17279815673828,151.00302124023438
SouthCoast.WOLL-461,-34.42701721191406,150.8882293701172
SouthCoast.THRL-540-535,-34.35002517700195,150.9150390625
SouthCoast.THRL-508-503,-34.37532043457031,150.9051055908203
SouthCoast.METR-735,-34.17918395996094,151.00828552246094
SouthCoast.THRL-531,-34.363365173339844,150.9099578857422
SouthCoast.THRL-530,-34.36301040649414,150.909912109375
SouthCoast.WOLL-431,-34.43074035644531,150.88743591308594
SouthCoast.WOLL-428-411,-34.43400192260742,150.88673400878906
