stop_id,lat,lon
Sydney.SH0.53 Loc,-33.87628936767578,151.2068634033203
Sydney.Town Hall 2 Loc,-33.873531341552734,151.20684814453125
Sydney.SY434 Loc,-33.891700744628906,151.19873046875
Sydney.SY585 Loc,-33.86680221557617,151.2057342529297
Sydney.Redfern 7 Loc,-33.8917236328125,151.19895935058594
Sydney.Central 17 Loc,-33.884029388427734,151.20680236816406
Sydney.SY398 Loc,-33.88718032836914,151.2035369873047
Sydney.Wynyard 3 Loc,-33.86575698852539,151.20556640625
Sydney.SY74/79 Loc,-33.88774871826172,151.20211791992188
Sydney.Sydney 3 Loc,-33.883243560791016,151.20555114746094
Sydney.Redfern 5 Loc,-33.8917236328125,151.19895935058594
Sydney.SY473 Loc,-33.89278793334961,151.1976776123047
Sydney.Sydney 10 Loc,-33.8836784362793,151.20626831054688
Sydney.Central 19 Loc,-33.88407897949219,151.2069549560547
Sydney.CI38 Loc,-33.87892150878906,151.20884704589844
Sydney.Circular Quay 2 Loc,-33.861324310302734,151.2107696533203
Sydney.SH1.93 Loc,-33.85698699951172,151.20753479003906
Sydney.Town Hall 6 Loc,-33.87354278564453,151.20684814453125
Sydney.SY379 Loc,-33.88256072998047,151.20797729492188
Sydney.Sydney 5 Loc,-33.88335418701172,151.2057647705078
Sydney.SY481/448 Loc,-33.892669677734375,151.1971435546875
Sydney.SY520 Entry Loc,-33.8973503112793,151.1839141845703
Sydney.SY509 Loc,-33.89546203613281,151.19009399414062
Sydney.SH2.12 Loc,-33.85439682006836,151.20919799804688
Sydney.Sydney 6 Loc,-33.88344955444336,151.2058868408203
Sydney.Sydney 2 Loc,-33.88322830200195,151.2055206298828
Sydney.CO87 Loc,-33.867130279541016,151.2123565673828
Sydney.Town Hall 1 Loc,-33.87354278564453,151.20684814453125
Sydney.SY508 Loc,-33.89546203613281,151.19009399414062
Sydney.Sydney 8 Loc,-33.88358688354492,151.20603942871094
Sydney.Redfern 6 Loc,-33.8917236328125,151.19895935058594
Sydney.Sydney 9 Loc,-33.88358688354492,151.20608520507812
Sydney.SY466 Loc,-33.89411926269531,151.1934814453125
Sydney.SY136 Loc,-33.89543151855469,151.1921844482422
Sydney.Sydney MR 5-6 Loc,-33.884403228759766,151.20489501953125
Sydney.SY32/58 Loc,-33.885250091552734,151.204833984375
Sydney.CO53 Loc,-33.874168395996094,151.21087646484375
Sydney.SY437 Loc,-33.889034271240234,151.20118713378906
Sydney.SH0.59 Loc,-33.875606536865234,151.20657348632812
Sydney.SY410 Loc,-33.89046096801758,151.2001495361328
Sydney.Wynyard 4 Loc,-33.865753173828125,151.20559692382812
Sydney.SH1.10 Loc,-33.86756134033203,151.2059326171875
Sydney.CI42 Loc,-33.87892150878906,151.20884704589844
Sydney.Central 23 Loc,-33.88425827026367,151.20726013183594
Sydney.SH1.94 Loc,-33.85700225830078,151.2075653076172
Sydney.CI246 Loc,-33.87580871582031,151.20631408691406
Sydney.SY460 Loc,-33.89352035522461,151.1951904296875
Sydney.SY447/428 Loc,-33.89031219482422,151.20022583007812
Sydney.SH0.63 Loc,-33.874881744384766,151.20657348632812
Sydney.Museum 1 Loc,-33.87624740600586,151.209716796875
Sydney.SH2.13 Loc,-33.85456466674805,151.20899963378906
Sydney.SY514 Loc,-33.89696502685547,151.18505859375
Sydney.Redfern 1 Loc,-33.89177322387695,151.19834899902344
Sydney.CO49 Loc,-33.874168395996094,151.21087646484375
Sydney.Redfern 4 Loc,-33.8917236328125,151.19895935058594
Sydney.Town Hall 3 Loc,-33.873531341552734,151.20684814453125
Sydney.SY390 Loc,-33.88718032836914,151.2035369873047
Sydney.SY487 Loc,-33.894020080566406,151.19480895996094
Sydney.CO83 Loc,-33.867130279541016,151.2123565673828
Sydney.SY130 Loc,-33.89543151855469,151.1921844482422
Sydney.SY400 Loc,-33.889156341552734,151.201171875
Sydney.SY438 Loc,-33.891727447509766,151.1991424560547
Sydney.SH1.02 Loc,-33.86949157714844,151.20611572265625
Sydney.SY499 Loc,-33.894020080566406,151.19480895996094
Sydney.SH2.31 Loc,-33.85211181640625,151.21054077148438
Sydney.CO221 Loc,-33.87001037597656,151.20635986328125
Sydney.SY493 Loc,-33.89421081542969,151.19358825683594
Sydney.SY492 Loc,-33.89567184448242,151.1886749267578
Sydney.SH1.80 Loc,-33.858768463134766,151.20645141601562
Sydney.CI254 Loc,-33.87580871582031,151.20631408691406
Sydney.SY126 Loc,-33.89167404174805,151.19857788085938
Sydney.Museum 2 Loc,-33.87625503540039,151.209716796875
Sydney.SH0.56 Loc,-33.8761100769043,151.20689392089844
Sydney.Central 21 Loc,-33.8841552734375,151.2070770263672
Sydney.SY367 Loc,-33.88256072998047,151.20797729492188
Sydney.SH0.98 Loc,-33.8701171875,151.20640563964844
Sydney.CO133 Loc,-33.861820220947266,151.2140350341797
Sydney.SY513 Loc,-33.89470291137695,151.1917266845703
Sydney.SY482 Loc,-33.894744873046875,151.19175720214844
Sydney.CO79 Loc,-33.867130279541016,151.2123565673828
Sydney.CI258 Loc,-33.87892150878906,151.20884704589844
Sydney.SY105/87 Loc,-33.886043548583984,151.2036895751953
Sydney.SY414 Loc,-33.89051055908203,151.20022583007812
Sydney.SH0.92 Loc,-33.87075424194336,151.20681762695312
Sydney.SY389 Loc,-33.88479232788086,151.2063751220703
Sydney.SH2.45 Loc,-33.85032653808594,151.21165466308594
Sydney.SY472 Loc,-33.89421081542969,151.19358825683594
Sydney.SH1.72 Loc,-33.85975646972656,151.20596313476562
Sydney.St James 2 Loc,-33.87015914916992,151.21197509765625
Sydney.SY358 Loc,-33.87892150878906,151.20884704589844
Sydney.SY404 Loc,-33.88920593261719,151.2013702392578
Sydney.SY363 Loc,-33.88256072998047,151.20797729492188
Sydney.SH0.88 Loc,-33.87145233154297,151.2069549560547
Sydney.SH2.55 Loc,-33.849178314208984,151.21231079101562
Sydney.CO211 Loc,-33.87001037597656,151.20635986328125
Sydney.SH1.64 Loc,-33.86075973510742,151.20559692382812
Sydney.SY362 Loc,-33.88256072998047,151.20797729492188
Sydney.SY485 Loc,-33.89284133911133,151.19728088378906
Sydney.SH0.48 Loc,-33.87685775756836,151.2076416015625
