stop_id,lat,lon
NewSouthernRailway.SR5.3BER,-33.92301559448242,151.18734741210938
NewSouthernRailway.SR4.6BER,-33.91518020629883,151.19100952148438
NewSouthernRailway.SR8.9BER,-33.9299201965332,151.15745544433594
NewSouthernRailway.SR9.4BER,-33.92863464355469,151.15206909179688
NewSouthernRailway.SR9.3BER,-33.9299201965332,151.15745544433594
NewSouthernRailway.SR4.4BER,-33.91518020629883,151.19100952148438
NewSouthernRailway.SR5.7BER,-33.926429748535156,151.1873016357422
NewSouthernRailway.SR9.5BER,-33.92863464355469,151.15206909179688
NewSouthernRailway.SR3.8BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR6.1BER,-33.926429748535156,151.1873016357422
NewSouthernRailway.SR3.6BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR3.2BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR6.3BER,-33.93083953857422,151.18646240234375
NewSouthernRailway.SR9.2BER,-33.9299201965332,151.15745544433594
NewSouthernRailway.SR6.5BER,-33.93083953857422,151.18646240234375
NewSouthernRailway.SR3.0BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR2.6BER,-33.90605926513672,151.20263671875
NewSouthernRailway.SR8.8BER,-33.9299201965332,151.15745544433594
NewSouthernRailway.SR6.9BER,-33.93410110473633,151.18301391601562
NewSouthernRailway.SR8.4BER,-33.93199920654297,151.16099548339844
NewSouthernRailway.SR1.3BER,-33.886199951171875,151.20509338378906
NewSouthernRailway.SR8.2BER,-33.9338493347168,151.16464233398438
NewSouthernRailway.SR1.7BER,-33.8961181640625,151.2017364501953
NewSouthernRailway.SR7.1BER,-33.93341064453125,151.17617797851562
NewSouthernRailway.SR2.1BER,-33.8961181640625,151.2017364501953
NewSouthernRailway.SR2.4BER,-33.8961181640625,151.2017364501953
NewSouthernRailway.SR7.5BER,-33.93341064453125,151.17617797851562
NewSouthernRailway.SR2.3BER,-33.8961181640625,151.2017364501953
NewSouthernRailway.SR2.0BER,-33.8961181640625,151.2017364501953
NewSouthernRailway.SR7.8BER,-33.9357795715332,151.16949462890625
NewSouthernRailway.SR7.7BER,-33.9357795715332,151.16949462890625
NewSouthernRailway.SR2.5BER,-33.8961181640625,151.2017364501953
NewSouthernRailway.SR7.9BER,-33.9357795715332,151.16949462890625
NewSouthernRailway.SR2.7BER,-33.90604782104492,151.20263671875
NewSouthernRailway.SR7.6BER,-33.9357795715332,151.16949462890625
NewSouthernRailway.SR8.3BER,-33.9338493347168,151.16464233398438
NewSouthernRailway.SR7.2BER,-33.93341064453125,151.17617797851562
NewSouthernRailway.SR7.0BER,-33.93341064453125,151.17617797851562
NewSouthernRailway.SR6.6BER,-33.93410110473633,151.18301391601562
NewSouthernRailway.SR8.7BER,-33.93199920654297,151.16099548339844
NewSouthernRailway.SR3.1BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR10.2BER,-33.92850875854492,151.1444091796875
NewSouthernRailway.SR3.7BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR9.8BER,-33.9286003112793,151.14981079101562
NewSouthernRailway.SR6.4BER,-33.93083953857422,151.18646240234375
NewSouthernRailway.SR9.6BER,-33.9286994934082,151.1504364013672
NewSouthernRailway.SR4.1BER,-33.90985107421875,151.1958770751953
NewSouthernRailway.SR5.8BER,-33.926429748535156,151.1873016357422
NewSouthernRailway.SR4.5BER,-33.91518020629883,151.19100952148438
NewSouthernRailway.SR5.6BER,-33.926429748535156,151.1873016357422
NewSouthernRailway.SR4.9BER,-33.91518020629883,151.19100952148438
NewSouthernRailway.SR5.4BER,-33.926429748535156,151.1873016357422
NewSouthernRailway.SR5.2BER,-33.92301559448242,151.18734741210938
NewSouthernRailway.SM403BER,-33.92864227294922,151.14950561523438
